(1)_X,0 --> 3
(6309)XTY,85,5,21 --> 1
(6310)XTY,86,6,21 --> 1
(6311)XTY,87,7,21 --> 1
(6312)XTY,88,8,21 --> 1
(6313)XTY,89,9,21 --> 1
(6314)XTY,90,10,21 --> 1
(6315)XTY,91,11,21 --> 1
(6316)XTY,92,12,21 --> 1
(6317)XTY,93,13,21 --> 1
(6318)XTY,94,14,21 --> 1
(6319)XTY,95,15,21 --> 1
(6320)XTY,96,0,21 --> 1
(6321)XTY,97,1,21 --> 1
(6322)XTY,98,2,21 --> 1
(6323)XTY,99,3,21 --> 1
(6324)XTY,100,4,21 --> 1
(6325)XTY,101,5,21 --> 1
(6326)XTY,102,6,21 --> 1
(6327)XTY,103,7,21 --> 1
(6328)XTY,104,8,21 --> 1
(6329)XTY,105,9,21 --> 1
(6330)XTY,106,10,21 --> 1
(6331)XTY,107,11,21 --> 1
(6332)XTY,108,12,21 --> 1
(6333)XTY,109,13,21 --> 1
(6334)XTY,110,14,21 --> 1
(6335)XTY,111,15,21 --> 1
(6336)XTY,112,0,21 --> 1
(6337)XTY,113,1,21 --> 1
(6338)XTY,114,2,21 --> 1
(6339)XTY,115,3,21 --> 1
(6340)XTY,116,4,21 --> 1
(6341)XTY,117,5,21 --> 1
(6342)XTY,118,6,21 --> 1
(6343)XTY,119,7,21 --> 1
(6344)XTY,120,8,21 --> 1
(6345)XTY,121,9,21 --> 1
(6346)XTY,122,10,21 --> 1
(6347)XTY,123,11,21 --> 1
(6348)XTY,124,12,21 --> 1
(6349)XTY,125,13,21 --> 1
(6350)XTY,126,14,21 --> 1
(6351)XTY,127,15,21 --> 1
(6352)XTY,128,0,21 --> 1
(6353)XTY,129,1,21 --> 1
(6354)XTY,130,2,21 --> 1
(6355)XTY,131,3,21 --> 1
(6356)XTY,132,4,21 --> 1
(6357)XTY,133,5,21 --> 1
(6358)XTY,134,6,21 --> 1
(6359)XTY,135,7,21 --> 1
(6360)XTY,136,8,21 --> 1
(6361)XTY,137,9,21 --> 1
(6362)XTY,138,10,21 --> 1
(6363)XTY,139,11,21 --> 1
(6364)XTY,140,12,21 --> 1
(6365)XTY,141,13,21 --> 1
(6366)XTY,142,14,21 --> 1
(6367)XTY,143,15,21 --> 1
(6368)XTY,144,0,21 --> 1
(6369)XTY,145,1,21 --> 1
(6370)XTY,146,2,21 --> 1
(6371)XTY,147,3,21 --> 1
(6372)XTY,148,4,21 --> 1
(6373)XTY,149,5,21 --> 1
(6374)XTY,150,6,21 --> 1
(6375)XTY,151,7,21 --> 1
(6376)XTY,152,8,21 --> 1
(6377)XTY,153,9,21 --> 1
(6378)XTY,154,10,21 --> 1
(6379)XTY,155,11,21 --> 1
(6380)XTY,156,12,21 --> 1
(6381)XTY,157,13,21 --> 1
(6382)XTY,158,14,21 --> 1
(6383)XTY,159,15,21 --> 1
(6384)XTY,160,0,21 --> 1
(6385)XTY,161,1,21 --> 1
(6386)XTY,162,2,21 --> 1
(6387)XTY,163,3,21 --> 1
(6388)XTY,164,4,21 --> 1
(6389)XTY,165,5,21 --> 1
(6390)XTY,166,6,21 --> 1
(6391)XTY,167,7,21 --> 1
(6392)XTY,168,8,21 --> 1
(6393)XTY,169,9,21 --> 1
(6394)XTY,170,10,21 --> 1
(6395)XTY,171,11,21 --> 1
(6396)XTY,172,12,21 --> 1
(6397)XTY,173,13,21 --> 1
(6398)XTY,174,14,21 --> 1
(6399)XTY,175,15,21 --> 1
(6400)XTY,176,0,21 --> 1
(6401)XTY,177,1,21 --> 1
(6402)XTY,178,2,21 --> 1
(6403)XTY,179,3,21 --> 1
(6404)XTY,180,4,21 --> 1
(6405)XTY,181,5,21 --> 1
(6406)XTY,182,6,21 --> 1
(6407)XTY,183,7,21 --> 1
(6408)XTY,184,8,21 --> 1
(6409)XTY,185,9,21 --> 1
(6410)XTY,186,10,21 --> 1
(6411)XTY,187,11,21 --> 1
(6412)XTY,188,12,21 --> 1
(6413)XTY,189,13,21 --> 1
(6414)XTY,190,14,21 --> 1
(6415)XTY,191,15,21 --> 1
(6416)XTY,192,0,21 --> 1
(6417)XTY,193,1,21 --> 1
(6418)XTY,194,2,21 --> 1
(6419)XTY,195,3,21 --> 1
(6420)XTY,196,4,21 --> 1
(6421)XTY,197,5,21 --> 1
(6422)XTY,198,6,21 --> 1
(6423)XTY,199,7,21 --> 1
(6424)XTY,200,8,21 --> 1
(6425)XTY,201,9,21 --> 1
(6426)XTY,202,10,21 --> 1
(6427)XTY,203,11,21 --> 1
(6428)XTY,204,12,21 --> 1
(6429)XTY,205,13,21 --> 1
(6430)XTY,206,14,21 --> 1
(6431)XTY,207,15,21 --> 1
(6432)XTY,208,0,21 --> 1
(6433)XTY,209,1,21 --> 1
(6434)XTY,210,2,21 --> 1
(6435)XTY,211,3,21 --> 1
(6436)XTY,212,4,21 --> 1
(6437)XTY,213,5,21 --> 1
(6438)XTY,214,6,21 --> 1
(6439)XTY,215,7,21 --> 1
(6440)XTY,216,8,21 --> 1
(6441)XTY,217,9,21 --> 1
(6442)XTY,218,10,21 --> 1
(6443)XTY,219,11,21 --> 1
(6444)XTY,220,12,21 --> 1
(6445)XTY,221,13,21 --> 1
(6446)XTY,222,14,21 --> 1
(6447)XTY,223,15,21 --> 1
(6448)XTY,224,0,21 --> 1
(6449)XTY,225,1,21 --> 1
(6450)XTY,226,2,21 --> 1
(6451)XTY,227,3,21 --> 1
(6452)XTY,228,4,21 --> 1
(6453)XTY,229,5,21 --> 1
(6454)XTY,230,6,21 --> 1
(6455)XTY,231,7,21 --> 1
(6456)XTY,232,8,21 --> 1
(6457)XTY,233,9,21 --> 1
(6458)XTY,234,10,21 --> 1
(6459)XTY,235,11,21 --> 1
(6460)XTY,236,12,21 --> 1
(6461)XTY,237,13,21 --> 1
(6462)XTY,238,14,21 --> 1
(6463)XTY,239,15,21 --> 1
(6464)XTY,240,0,21 --> 1
(6465)XTY,241,1,21 --> 1
(6466)XTY,242,2,21 --> 1
(6467)XTY,243,3,21 --> 1
(6468)XTY,244,4,21 --> 1
(6469)XTY,245,5,21 --> 1
(6470)SPEUPDATE,XAX --> 1
(6471)EIGEN --> 492
(6472)XY,0,21 --> 1
(6473)XY,1,21 --> 1
(6474)XY,2,21 --> 1
(6475)XY,3,21 --> 1
(6476)XY,4,21 --> 1
(6477)XY,5,21 --> 1
(6478)XY,6,21 --> 1
(6479)XY,7,21 --> 1
(6480)XY,8,21 --> 1
(6481)XY,9,21 --> 1
(6482)XY,10,21 --> 1
(6483)XY,11,21 --> 1
(6484)XY,12,21 --> 1
(6485)XY,13,21 --> 1
(6486)XY,14,21 --> 1
(6487)XY,15,21 --> 1
(6488)XY,16,21 --> 1
(6489)XY,17,21 --> 1
(6490)XY,18,21 --> 1
(6491)XY,19,21 --> 1
(6492)XY,20,21 --> 1
(6493)XY,21,21 --> 1
(6494)XY,22,21 --> 1
(6495)XY,23,21 --> 1
(6496)XY,24,21 --> 1
(6497)XY,25,21 --> 1
(6498)XY,26,21 --> 1
(6499)XY,27,21 --> 1
(6500)XY,28,21 --> 1
(6501)XY,29,21 --> 1
(6502)XY,30,21 --> 1
(6503)XY,31,21 --> 1
(6504)XY,32,21 --> 1
(6505)XY,33,21 --> 1
(6506)XY,34,21 --> 1
(6507)XY,35,21 --> 1
(6508)XY,36,21 --> 1
(6509)XY,37,21 --> 1
(6510)XY,38,21 --> 1
(6511)XY,39,21 --> 1
(6512)XY,40,21 --> 1
(6513)XY,41,21 --> 1
(6514)XY,42,21 --> 1
(6515)XY,43,21 --> 1
(6516)XY,44,21 --> 1
(6517)XY,45,21 --> 1
(6518)XY,46,21 --> 1
(6519)XY,47,21 --> 1
(6520)XY,48,21 --> 1
(6521)XY,49,21 --> 1
(6522)XY,50,21 --> 1
(6523)XY,51,21 --> 1
(6524)XY,52,21 --> 1
(6525)XY,53,21 --> 1
(6526)XY,54,21 --> 1
(6527)XY,55,21 --> 1
(6528)XY,56,21 --> 1
(6529)XY,57,21 --> 1
(6530)XY,58,21 --> 1
(6531)XY,59,21 --> 1
(6532)XY,60,21 --> 1
(6533)XY,61,21 --> 1
(6534)XY,62,21 --> 1
(6535)XY,63,21 --> 1
(6536)XY,64,21 --> 1
(6537)XY,65,21 --> 1
(6538)XY,66,21 --> 1
(6539)XY,67,21 --> 1
(6540)XY,68,21 --> 1
(6541)XY,69,21 --> 1
(6542)XY,70,21 --> 1
(6543)XY,71,21 --> 1
(6544)XY,72,21 --> 1
(6545)XY,73,21 --> 1
(6546)XY,74,21 --> 1
(6547)XY,75,21 --> 1
(6548)XY,76,21 --> 1
(6549)XY,77,21 --> 1
(6550)XY,78,21 --> 1
(6551)XY,79,21 --> 1
(6552)XY,80,21 --> 1
(6553)XY,81,21 --> 1
(6554)XY,82,21 --> 1
(6555)XY,83,21 --> 1
(6556)XY,84,21 --> 1
(6557)XY,85,21 --> 1
(6558)XY,86,21 --> 1
(6559)XY,87,21 --> 1
(6560)XY,88,21 --> 1
(6561)XY,89,21 --> 1
(6562)XY,90,21 --> 1
(6563)XY,91,21 --> 1
(6564)XY,92,21 --> 1
(6565)XY,93,21 --> 1
(6566)XY,94,21 --> 1
(6567)XY,95,21 --> 1
(6568)XY,96,21 --> 1
(6569)XY,97,21 --> 1
(6570)XY,98,21 --> 1
(6571)XY,99,21 --> 1
(6572)XY,100,21 --> 1
(6573)XY,101,21 --> 1
(6574)XY,102,21 --> 1
(6575)XY,103,21 --> 1
(6576)XY,104,21 --> 1
(6577)XY,105,21 --> 1
(6578)XY,106,21 --> 1
(6579)XY,107,21 --> 1
(6580)XY,108,21 --> 1
(6581)XY,109,21 --> 1
(6582)XY,110,21 --> 1
(6583)XY,111,21 --> 1
(6584)XY,112,21 --> 1
(6585)XY,113,21 --> 1
(6586)XY,114,21 --> 1
(6587)XY,115,21 --> 1
(6588)XY,116,21 --> 1
(6589)XY,117,21 --> 1
(6590)XY,118,21 --> 1
(6591)XY,119,21 --> 1
(6592)XY,120,21 --> 1
(6593)XY,121,21 --> 1
(6594)XY,122,21 --> 1
(6595)XY,123,21 --> 1
(6596)XY,124,21 --> 1
(6597)XY,125,21 --> 1
(6598)XY,126,21 --> 1
(6599)XY,127,21 --> 1
(6600)XY,128,21 --> 1
(6601)XY,129,21 --> 1
(6602)XY,130,21 --> 1
(6603)XY,131,21 --> 1
(6604)XY,132,21 --> 1
(6605)XY,133,21 --> 1
(6606)XY,134,21 --> 1
(6607)XY,135,21 --> 1
(6608)XY,136,21 --> 1
(6609)XY,137,21 --> 1
(6610)XY,138,21 --> 1
(6611)XY,139,21 --> 1
(6612)XY,140,21 --> 1
(6613)XY,141,21 --> 1
(6614)XY,142,21 --> 1
(6615)XY,143,21 --> 1
(6616)XY,144,21 --> 1
(6617)XY,145,21 --> 1
(6618)XY,146,21 --> 1
(6619)XY,147,21 --> 1
(6620)XY,148,21 --> 1
(6621)XY,149,21 --> 1
(6622)XY,150,21 --> 1
(6623)XY,151,21 --> 1
(6624)XY,152,21 --> 1
(6625)XY,153,21 --> 1
(6626)XY,154,21 --> 1
(6627)XY,155,21 --> 1
(6628)XY,156,21 --> 1
(6629)XY,157,21 --> 1
(6630)XY,158,21 --> 1
(6631)XY,159,21 --> 1
(6632)XY,160,21 --> 1
(6633)XY,161,21 --> 1
(6634)XY,162,21 --> 1
(6635)XY,163,21 --> 1
(6636)XY,164,21 --> 1
(6637)XY,165,21 --> 1
(6638)XY,166,21 --> 1
(6639)XY,167,21 --> 1
(6640)XY,168,21 --> 1
(6641)XY,169,21 --> 1
(6642)XY,170,21 --> 1
(6643)XY,171,21 --> 1
(6644)XY,172,21 --> 1
(6645)XY,173,21 --> 1
(6646)XY,174,21 --> 1
(6647)XY,175,21 --> 1
(6648)XY,176,21 --> 1
(6649)XY,177,21 --> 1
(6650)XY,178,21 --> 1
(6651)XY,179,21 --> 1
(6652)XY,180,21 --> 1
(6653)XY,181,21 --> 1
(6654)XY,182,21 --> 1
(6655)XY,183,21 --> 1
(6656)XY,184,21 --> 1
(6657)XY,185,21 --> 1
(6658)XY,186,21 --> 1
(6659)XY,187,21 --> 1
(6660)XY,188,21 --> 1
(6661)XY,189,21 --> 1
(6662)XY,190,21 --> 1
(6663)XY,191,21 --> 1
(6664)XY,192,21 --> 1
(6665)XY,193,21 --> 1
(6666)XY,194,21 --> 1
(6667)XY,195,21 --> 1
(6668)XY,196,21 --> 1
(6669)XY,197,21 --> 1
(6670)XY,198,21 --> 1
(6671)XY,199,21 --> 1
(6672)XY,200,21 --> 1
(6673)XY,201,21 --> 1
(6674)XY,202,21 --> 1
(6675)XY,203,21 --> 1
(6676)XY,204,21 --> 1
(6677)XY,205,21 --> 1
(6678)XY,206,21 --> 1
(6679)XY,207,21 --> 1
(6680)XY,208,21 --> 1
(6681)XY,209,21 --> 1
(6682)XY,210,21 --> 1
(6683)XY,211,21 --> 1
(6684)XY,212,21 --> 1
(6685)XY,213,21 --> 1
(6686)XY,214,21 --> 1
(6687)XY,215,21 --> 1
(6688)XY,216,21 --> 1
(6689)XY,217,21 --> 1
(6690)XY,218,21 --> 1
(6691)XY,219,21 --> 1
(6692)XY,220,21 --> 1
(6693)XY,221,21 --> 1
(6694)XY,222,21 --> 1
(6695)XY,223,21 --> 1
(6696)XY,224,21 --> 1
(6697)XY,225,21 --> 1
(6698)XY,226,21 --> 1
(6699)XY,227,21 --> 1
(6700)XY,228,21 --> 1
(6701)XY,229,21 --> 1
(6702)XY,230,21 --> 1
(6703)XY,231,21 --> 1
(6704)XY,232,21 --> 1
(6705)XY,233,21 --> 1
(6706)XY,234,21 --> 1
(6707)XY,235,21 --> 1
(6708)XY,236,21 --> 1
(6709)XY,237,21 --> 1
(6710)XY,238,21 --> 1
(6711)XY,239,21 --> 1
(6712)XY,240,21 --> 1
(6713)XY,241,21 --> 1
(6714)XY,242,21 --> 1
(6715)XY,243,21 --> 1
(6716)XY,244,21 --> 1
(6717)XY,245,21 --> 1
(6718)DLACPY,0,22 --> 0
(6719)DLACPY,1,22 --> 0
(6720)DLACPY,2,22 --> 0
(6721)DLACPY,3,22 --> 0
(6722)DLACPY,4,22 --> 0
(6723)DLACPY,5,22 --> 0
(6724)DLACPY,6,22 --> 0
(6725)DLACPY,7,22 --> 0
(6726)DLACPY,8,22 --> 0
(6727)DLACPY,9,22 --> 0
(6728)DLACPY,10,22 --> 0
(6729)DLACPY,11,22 --> 0
(6730)DLACPY,12,22 --> 0
(6731)DLACPY,13,22 --> 0
(6732)DLACPY,14,22 --> 0
(6733)DLACPY,15,22 --> 0
(6734)DLACPY,16,22 --> 0
(6735)DLACPY,17,22 --> 0
(6736)DLACPY,18,22 --> 0
(6737)DLACPY,19,22 --> 0
(6738)DLACPY,20,22 --> 0
(6739)DLACPY,21,22 --> 0
(6740)DLACPY,22,22 --> 0
(6741)DLACPY,23,22 --> 0
(6742)DLACPY,24,22 --> 0
(6743)DLACPY,25,22 --> 0
(6744)DLACPY,26,22 --> 0
(6745)DLACPY,27,22 --> 0
(6746)DLACPY,28,22 --> 0
(6747)DLACPY,29,22 --> 0
(6748)DLACPY,30,22 --> 0
(6749)DLACPY,31,22 --> 0
(6750)DLACPY,32,22 --> 0
(6751)DLACPY,33,22 --> 0
(6752)DLACPY,34,22 --> 0
(6753)DLACPY,35,22 --> 0
(6754)DLACPY,36,22 --> 0
(6755)DLACPY,37,22 --> 0
(6756)DLACPY,38,22 --> 0
(6757)DLACPY,39,22 --> 0
(6758)DLACPY,40,22 --> 0
(6759)DLACPY,41,22 --> 0
(6760)DLACPY,42,22 --> 0
(6761)DLACPY,43,22 --> 0
(6762)DLACPY,44,22 --> 0
(6763)DLACPY,45,22 --> 0
(6764)DLACPY,46,22 --> 0
(6765)DLACPY,47,22 --> 0
(6766)DLACPY,48,22 --> 0
(6767)DLACPY,49,22 --> 0
(6768)DLACPY,50,22 --> 0
(6769)DLACPY,51,22 --> 0
(6770)DLACPY,52,22 --> 0
(6771)DLACPY,53,22 --> 0
(6772)DLACPY,54,22 --> 0
(6773)DLACPY,55,22 --> 0
(6774)DLACPY,56,22 --> 0
(6775)DLACPY,57,22 --> 0
(6776)DLACPY,58,22 --> 0
(6777)DLACPY,59,22 --> 0
(6778)DLACPY,60,22 --> 0
(6779)DLACPY,61,22 --> 0
(6780)DLACPY,62,22 --> 0
(6781)DLACPY,63,22 --> 0
(6782)DLACPY,64,22 --> 0
(6783)DLACPY,65,22 --> 0
(6784)DLACPY,66,22 --> 0
(6785)DLACPY,67,22 --> 0
(6786)DLACPY,68,22 --> 0
(6787)DLACPY,69,22 --> 0
(6788)DLACPY,70,22 --> 0
(6789)DLACPY,71,22 --> 0
(6790)DLACPY,72,22 --> 0
(6791)DLACPY,73,22 --> 0
(6792)DLACPY,74,22 --> 0
(6793)DLACPY,75,22 --> 0
(6794)DLACPY,76,22 --> 0
(6795)DLACPY,77,22 --> 0
(6796)DLACPY,78,22 --> 0
(6797)DLACPY,79,22 --> 0
(6798)DLACPY,80,22 --> 0
(6799)DLACPY,81,22 --> 0
(6800)DLACPY,82,22 --> 0
(6801)DLACPY,83,22 --> 0
(6802)DLACPY,84,22 --> 0
(6803)DLACPY,85,22 --> 0
(6804)DLACPY,86,22 --> 0
(6805)DLACPY,87,22 --> 0
(6806)DLACPY,88,22 --> 0
(6807)DLACPY,89,22 --> 0
(6808)DLACPY,90,22 --> 0
(6809)DLACPY,91,22 --> 0
(6810)DLACPY,92,22 --> 0
(6811)DLACPY,93,22 --> 0
(6812)DLACPY,94,22 --> 0
(6813)DLACPY,95,22 --> 0
(6814)DLACPY,96,22 --> 0
(6815)DLACPY,97,22 --> 0
(6816)DLACPY,98,22 --> 0
(6817)DLACPY,99,22 --> 0
(6818)DLACPY,100,22 --> 0
(6819)DLACPY,101,22 --> 0
(6820)DLACPY,102,22 --> 0
(6821)DLACPY,103,22 --> 0
(6822)DLACPY,104,22 --> 0
(6823)DLACPY,105,22 --> 0
(6824)DLACPY,106,22 --> 0
(6825)DLACPY,107,22 --> 0
(6826)DLACPY,108,22 --> 0
(6827)DLACPY,109,22 --> 0
(6828)DLACPY,110,22 --> 0
(6829)DLACPY,111,22 --> 0
(6830)DLACPY,112,22 --> 0
(6831)DLACPY,113,22 --> 0
(6832)DLACPY,114,22 --> 0
(6833)DLACPY,115,22 --> 0
(6834)DLACPY,116,22 --> 0
(6835)DLACPY,117,22 --> 0
(6836)DLACPY,118,22 --> 0
(6837)DLACPY,119,22 --> 0
(6838)DLACPY,120,22 --> 0
(6839)DLACPY,121,22 --> 0
(6840)DLACPY,122,22 --> 0
(6841)DLACPY,123,22 --> 0
(6842)DLACPY,124,22 --> 0
(6843)DLACPY,125,22 --> 0
(6844)DLACPY,126,22 --> 0
(6845)DLACPY,127,22 --> 0
(6846)DLACPY,128,22 --> 0
(6847)DLACPY,129,22 --> 0
(6848)DLACPY,130,22 --> 0
(6849)DLACPY,131,22 --> 0
(6850)DLACPY,132,22 --> 0
(6851)DLACPY,133,22 --> 0
(6852)DLACPY,134,22 --> 0
(6853)DLACPY,135,22 --> 0
(6854)DLACPY,136,22 --> 0
(6855)DLACPY,137,22 --> 0
(6856)DLACPY,138,22 --> 0
(6857)DLACPY,139,22 --> 0
(6858)DLACPY,140,22 --> 0
(6859)DLACPY,141,22 --> 0
(6860)DLACPY,142,22 --> 0
(6861)DLACPY,143,22 --> 0
(6862)DLACPY,144,22 --> 0
(6863)DLACPY,145,22 --> 0
(6864)DLACPY,146,22 --> 0
(6865)DLACPY,147,22 --> 0
(6866)DLACPY,148,22 --> 0
(6867)DLACPY,149,22 --> 0
(6868)DLACPY,150,22 --> 0
(6869)DLACPY,151,22 --> 0
(6870)DLACPY,152,22 --> 0
(6871)DLACPY,153,22 --> 0
(6872)DLACPY,154,22 --> 0
(6873)DLACPY,155,22 --> 0
(6874)DLACPY,156,22 --> 0
(6875)DLACPY,157,22 --> 0
(6876)DLACPY,158,22 --> 0
(6877)DLACPY,159,22 --> 0
(6878)DLACPY,160,22 --> 0
(6879)DLACPY,161,22 --> 0
(6880)DLACPY,162,22 --> 0
(6881)DLACPY,163,22 --> 0
(6882)DLACPY,164,22 --> 0
(6883)DLACPY,165,22 --> 0
(6884)DLACPY,166,22 --> 0
(6885)DLACPY,167,22 --> 0
(6886)DLACPY,168,22 --> 0
(6887)DLACPY,169,22 --> 0
(6888)DLACPY,170,22 --> 0
(6889)DLACPY,171,22 --> 0
(6890)DLACPY,172,22 --> 0
(6891)DLACPY,173,22 --> 0
(6892)DLACPY,174,22 --> 0
(6893)DLACPY,175,22 --> 0
(6894)DLACPY,176,22 --> 0
(6895)DLACPY,177,22 --> 0
(6896)DLACPY,178,22 --> 0
(6897)DLACPY,179,22 --> 0
(6898)DLACPY,180,22 --> 0
(6899)DLACPY,181,22 --> 0
(6900)DLACPY,182,22 --> 0
(6901)DLACPY,183,22 --> 0
(6902)DLACPY,184,22 --> 0
(6903)DLACPY,185,22 --> 0
(6904)DLACPY,186,22 --> 0
(6905)DLACPY,187,22 --> 0
(6906)DLACPY,188,22 --> 0
(6907)DLACPY,189,22 --> 0
(6908)DLACPY,190,22 --> 0
(6909)DLACPY,191,22 --> 0
(6910)DLACPY,192,22 --> 0
(6911)DLACPY,193,22 --> 0
(6912)DLACPY,194,22 --> 0
(6913)DLACPY,195,22 --> 0
(6914)DLACPY,196,22 --> 0
(6915)DLACPY,197,22 --> 0
(6916)DLACPY,198,22 --> 0
(6917)DLACPY,199,22 --> 0
(6918)DLACPY,200,22 --> 0
(6919)DLACPY,201,22 --> 0
(6920)DLACPY,202,22 --> 0
(6921)DLACPY,203,22 --> 0
(6922)DLACPY,204,22 --> 0
(6923)DLACPY,205,22 --> 0
(6924)DLACPY,206,22 --> 0
(6925)DLACPY,207,22 --> 0
(6926)DLACPY,208,22 --> 0
(6927)DLACPY,209,22 --> 0
(6928)DLACPY,210,22 --> 0
(6929)DLACPY,211,22 --> 0
(6930)DLACPY,212,22 --> 0
(6931)DLACPY,213,22 --> 0
(6932)DLACPY,214,22 --> 0
(6933)DLACPY,215,22 --> 0
(6934)DLACPY,216,22 --> 0
(6935)DLACPY,217,22 --> 0
(6936)DLACPY,218,22 --> 0
(6937)DLACPY,219,22 --> 0
(6938)DLACPY,220,22 --> 0
(6939)DLACPY,221,22 --> 0
(6940)DLACPY,222,22 --> 0
(6941)DLACPY,223,22 --> 0
(6942)DLACPY,224,22 --> 0
(6943)DLACPY,225,22 --> 0
(6944)DLACPY,226,22 --> 0
(6945)DLACPY,227,22 --> 0
(6946)DLACPY,228,22 --> 0
(6947)DLACPY,229,22 --> 0
(6948)DLACPY,230,22 --> 0
(6949)DLACPY,231,22 --> 0
(6950)DLACPY,232,22 --> 0
(6951)DLACPY,233,22 --> 0
(6952)DLACPY,234,22 --> 0
(6953)DLACPY,235,22 --> 0
(6954)DLACPY,236,22 --> 0
(6955)DLACPY,237,22 --> 0
(6956)DLACPY,238,22 --> 0
(6957)DLACPY,239,22 --> 0
(6958)DLACPY,240,22 --> 0
(6959)DLACPY,241,22 --> 0
(6960)DLACPY,242,22 --> 0
(6961)DLACPY,243,22 --> 0
(6962)DLACPY,244,22 --> 0
(6963)DLACPY,245,22 --> 0
(6964)XY,0,22 --> 1
(6965)XY,1,22 --> 1
(6966)XY,2,22 --> 1
(6967)XY,3,22 --> 1
(6968)XY,4,22 --> 1
(6969)XY,5,22 --> 1
(6970)XY,6,22 --> 1
(6971)XY,7,22 --> 1
(6972)XY,8,22 --> 1
(6973)XY,9,22 --> 1
(6974)XY,10,22 --> 1
(6975)XY,11,22 --> 1
(6976)XY,12,22 --> 1
(6977)XY,13,22 --> 1
(6978)XY,14,22 --> 1
(6979)XY,15,22 --> 1
(6980)XY,16,22 --> 1
(6981)XY,17,22 --> 1
(6982)XY,18,22 --> 1
(6983)XY,19,22 --> 1
(6984)XY,20,22 --> 1
(6985)XY,21,22 --> 1
(6986)XY,22,22 --> 1
(6987)XY,23,22 --> 1
(6988)XY,24,22 --> 1
(6989)XY,25,22 --> 1
(6990)XY,26,22 --> 1
(6991)XY,27,22 --> 1
(6992)XY,28,22 --> 1
(6993)XY,29,22 --> 1
(6994)XY,30,22 --> 1
(6995)XY,31,22 --> 1
(6996)XY,32,22 --> 1
(6997)XY,33,22 --> 1
(6998)XY,34,22 --> 1
(6999)XY,35,22 --> 1
(7000)XY,36,22 --> 1
(7001)XY,37,22 --> 1
(7002)XY,38,22 --> 1
(7003)XY,39,22 --> 1
(7004)XY,40,22 --> 1
(7005)XY,41,22 --> 1
(7006)XY,42,22 --> 1
(7007)XY,43,22 --> 1
(7008)XY,44,22 --> 1
(7009)XY,45,22 --> 1
(7010)XY,46,22 --> 1
(7011)XY,47,22 --> 1
(7012)XY,48,22 --> 1
(7013)XY,49,22 --> 1
(7014)XY,50,22 --> 1
(7015)XY,51,22 --> 1
(7016)XY,52,22 --> 1
(7017)XY,53,22 --> 1
(7018)XY,54,22 --> 1
(7019)XY,55,22 --> 1
(7020)XY,56,22 --> 1
(7021)XY,57,22 --> 1
(7022)XY,58,22 --> 1
(7023)XY,59,22 --> 1
(7024)XY,60,22 --> 1
(7025)XY,61,22 --> 1
(7026)XY,62,22 --> 1
(7027)XY,63,22 --> 1
(7028)XY,64,22 --> 1
(7029)XY,65,22 --> 1
(7030)XY,66,22 --> 1
(7031)XY,67,22 --> 1
(7032)XY,68,22 --> 1
(7033)XY,69,22 --> 1
(7034)XY,70,22 --> 1
(7035)XY,71,22 --> 1
(7036)XY,72,22 --> 1
(7037)XY,73,22 --> 1
(7038)XY,74,22 --> 1
(7039)XY,75,22 --> 1
(7040)XY,76,22 --> 1
(7041)XY,77,22 --> 1
(7042)XY,78,22 --> 1
(7043)XY,79,22 --> 1
(7044)XY,80,22 --> 1
(7045)XY,81,22 --> 1
(7046)XY,82,22 --> 1
(7047)XY,83,22 --> 1
(7048)XY,84,22 --> 1
(7049)XY,85,22 --> 1
(7050)XY,86,22 --> 1
(7051)XY,87,22 --> 1
(7052)XY,88,22 --> 1
(7053)XY,89,22 --> 1
(7054)XY,90,22 --> 1
(7055)XY,91,22 --> 1
(7056)XY,92,22 --> 1
(7057)XY,93,22 --> 1
(7058)XY,94,22 --> 1
(7059)XY,95,22 --> 1
(7060)XY,96,22 --> 1
(7061)XY,97,22 --> 1
(7062)XY,98,22 --> 1
(7063)XY,99,22 --> 1
(7064)XY,100,22 --> 1
(7065)XY,101,22 --> 1
(7066)XY,102,22 --> 1
(7067)XY,103,22 --> 1
(7068)XY,104,22 --> 1
(7069)XY,105,22 --> 1
(7070)XY,106,22 --> 1
(7071)XY,107,22 --> 1
(7072)XY,108,22 --> 1
(7073)XY,109,22 --> 1
(7074)XY,110,22 --> 1
(7075)XY,111,22 --> 1
(7076)XY,112,22 --> 1
(7077)XY,113,22 --> 1
(7078)XY,114,22 --> 1
(7079)XY,115,22 --> 1
(7080)XY,116,22 --> 1
(7081)XY,117,22 --> 1
(7082)XY,118,22 --> 1
(7083)XY,119,22 --> 1
(7084)XY,120,22 --> 1
(7085)XY,121,22 --> 1
(7086)XY,122,22 --> 1
(7087)XY,123,22 --> 1
(7088)XY,124,22 --> 1
(7089)XY,125,22 --> 1
(7090)XY,126,22 --> 1
(7091)XY,127,22 --> 1
(7092)XY,128,22 --> 1
(7093)XY,129,22 --> 1
(7094)XY,130,22 --> 1
(7095)XY,131,22 --> 1
(7096)XY,132,22 --> 1
(7097)XY,133,22 --> 1
(7098)XY,134,22 --> 1
(7099)XY,135,22 --> 1
(7100)XY,136,22 --> 1
(7101)XY,137,22 --> 1
(7102)XY,138,22 --> 1
(7103)XY,139,22 --> 1
(7104)XY,140,22 --> 1
(7105)XY,141,22 --> 1
